rating,net_payable,work_hours,leave_days,risk_score,promotion_recommendations,predicted_growth_years,mood_index
4,42617,496,4,0.69,1,2,0.83
4,50746,509,3,0.42,0,4,0.76
2,50849,504,4,0.79,1,1,0.67
3,28690,493,4,0.35,0,1,0.47
3,43490,491,2,0.74,1,2,0.67
4,20569,496,2,0.51,0,2,0.72
4,49795,508,3,0.29,0,1,0.62
4,56847,508,2,0.43,0,1,0.74
1,56137,482,2,0.67,1,2,0.8
2,69498,496,4,0.63,0,4,0.63
3,45895,507,2,0.36,0,3,0.71
1,30397,499,3,0.49,0,5,0.43
4,74601,498,4,0.5,0,4,0.97
2,58491,486,4,0.6,0,3,0.38
2,39751,481,4,0.42,0,2,0.48
2,31082,495,2,0.26,1,1,0.72
1,56794,484,2,0.26,1,4,0.71
4,58746,494,3,0.72,1,2,0.91
5,20642,484,3,0.69,0,5,0.69
2,69903,495,2,0.36,0,2,0.55
5,74367,501,4,0.43,0,2,0.97
2,73676,492,3,0.51,0,4,0.65
3,42155,510,4,0.5,1,5,0.94
4,39316,483,2,0.51,0,3,0.87
5,32420,489,3,0.32,0,3,0.94
1,73228,500,2,0.68,0,5,0.63
2,41637,502,2,0.28,1,3,0.72
1,46373,493,3,0.41,0,5,0.49
1,47180,508,2,0.79,1,3,0.58
2,21464,504,2,0.7,1,5,0.79
1,38163,506,2,0.52,0,5,0.43
5,58818,495,4,0.59,1,5,0.93
3,60894,490,3,0.52,1,2,0.77
2,40144,491,4,0.67,1,3,0.55
2,38890,500,4,0.34,0,4,0.44
1,56950,482,3,0.44,0,3,0.49
1,64035,505,4,0.65,1,3,0.56
4,33203,487,3,0.31,0,2,0.8
3,67686,483,2,0.55,0,1,0.74
3,66209,505,4,0.32,0,5,0.91
1,72280,508,4,0.26,0,4,0.44
4,23044,480,2,0.43,1,1,0.82
3,20387,486,4,0.42,1,2,0.65
4,60747,498,3,0.39,1,1,0.96
5,41777,509,3,0.59,1,1,0.84
3,47557,509,4,0.67,0,1,0.42
1,31712,508,2,0.53,1,1,0.67
2,61244,497,3,0.79,0,1,0.48
2,59202,481,2,0.57,1,3,0.79
4,45413,490,3,0.75,0,2,0.64
3,20372,483,2,0.7,0,2,0.47
1,68628,484,3,0.34,1,2,0.75
1,77585,484,3,0.36,0,4,0.49
3,62239,495,3,0.76,0,5,0.81
3,63829,487,3,0.69,0,1,0.56
4,74878,509,4,0.28,0,5,0.82
2,34709,484,2,0.28,1,2,0.71
2,49403,487,2,0.77,0,3,0.51
5,34202,510,4,0.64,0,5,0.65
1,79039,494,2,0.75,1,5,0.8
1,56505,504,2,0.73,0,1,0.45
4,59130,509,4,0.77,0,2,0.61
1,75905,494,4,0.58,1,2,0.7
4,32370,502,4,0.33,0,2,0.62
3,21149,500,4,0.37,0,1,0.43
3,36453,486,4,0.5,1,1,0.71
3,31856,489,4,0.5,1,2,0.59
4,25995,486,2,0.3,0,3,0.92
3,50307,509,2,0.4,0,3,0.63
3,67167,483,4,0.71,0,5,0.83
2,33386,502,2,0.27,1,4,0.76
2,28070,498,2,0.77,0,4,0.42
3,75885,494,2,0.28,0,3,0.84
4,33051,488,4,0.53,1,2,0.87
1,61114,489,2,0.26,0,4,0.55
3,48362,498,2,0.27,0,5,0.92
4,24304,509,4,0.28,0,3,0.67
5,22308,500,2,0.28,0,3,0.98
1,46509,509,4,0.52,0,1,0.38
2,68568,492,2,0.26,0,1,0.65
1,52983,489,4,0.72,1,5,0.64
5,25111,503,2,0.54,0,1,0.76
1,33784,498,3,0.52,1,1,0.54
2,69089,498,3,0.7,0,1,0.63
1,64173,488,2,0.61,1,1,0.75
2,38950,482,4,0.79,0,5,0.67
3,51860,503,3,0.58,1,3,0.82
2,28866,503,2,0.8,0,3,0.41
3,65280,497,2,0.39,0,1,0.67
1,24552,483,2,0.5,0,4,0.36
4,51842,496,4,0.76,1,3,0.89
5,58034,493,4,0.26,0,4,0.93
4,71130,489,4,0.27,0,5,0.92
3,39063,488,4,0.54,0,5,0.76
1,74130,481,2,0.57,1,2,0.73
4,53515,507,3,0.72,1,2,0.89
4,72272,490,4,0.48,1,1,0.83
1,31224,501,3,0.53,0,1,0.47
1,24119,504,4,0.39,0,1,0.39
4,40245,499,2,0.39,1,2,0.95
1,20372,509,2,0.49,0,1,0.4
4,72366,507,4,0.37,0,5,0.89
1,34805,501,2,0.4,0,2,0.49
3,32350,489,4,0.26,1,1,0.75
4,78464,487,2,0.63,1,1,0.97
3,21609,490,4,0.49,0,3,0.57
1,52309,494,4,0.65,1,2,0.54
3,69700,489,3,0.39,0,2,0.71
2,20777,503,3,0.38,1,2,0.55
3,59790,504,4,0.33,1,1,0.73
3,45545,498,2,0.54,1,4,0.96
3,40309,496,2,0.6,1,1,0.73
1,69979,495,3,0.51,1,3,0.61
4,29002,503,4,0.39,1,4,0.94
2,55404,492,3,0.44,0,2,0.49
1,30418,487,3,0.3,0,4,0.36
1,38508,504,2,0.65,0,5,0.41
3,42746,494,3,0.45,0,2,0.64
2,59533,503,4,0.36,0,3,0.39
3,59610,482,2,0.68,0,1,0.59
4,32271,491,4,0.45,1,3,0.95
3,74555,481,2,0.37,1,5,1.0
4,52641,508,2,0.46,0,4,0.82
1,57932,508,4,0.56,0,1,0.49
3,78187,502,3,0.55,0,2,0.53
1,64319,510,3,0.48,0,1,0.48
1,60817,504,3,0.56,1,2,0.57
5,36877,510,2,0.26,0,2,0.89
1,51084,494,2,0.75,1,1,0.69
5,26689,483,3,0.43,1,5,0.93
2,71357,497,3,0.63,1,1,0.77
5,51836,486,4,0.59,1,5,0.98
1,42340,507,3,0.63,0,4,0.28
4,26936,499,2,0.67,1,2,0.93
4,24501,492,2,0.61,1,1,0.75
5,70291,498,4,0.75,0,5,0.73
1,51503,492,4,0.7,1,5,0.69
1,61798,498,2,0.55,1,4,0.59
4,32647,499,3,0.59,1,2,0.79
1,25048,488,4,0.43,1,4,0.57
5,25089,497,2,0.63,1,2,0.96
2,38740,507,2,0.59,0,1,0.51
3,27265,495,4,0.4,1,1,0.7
1,32515,498,4,0.44,1,5,0.63
5,22212,481,3,0.62,0,2,0.86
3,43261,496,2,0.79,1,1,0.59
5,56696,480,4,0.54,1,1,1.0
5,38487,491,3,0.55,0,5,0.86
2,49202,491,4,0.49,1,2,0.61
2,37378,496,4,0.77,0,3,0.3
3,79188,507,3,0.45,0,4,0.83
4,46625,487,3,0.78,0,1,0.5
4,28548,491,3,0.47,0,1,0.62
5,36969,510,2,0.44,1,1,0.9
3,36517,498,3,0.51,1,5,0.9
5,26307,480,4,0.7,0,1,0.65
2,64457,504,3,0.31,0,2,0.42
1,58583,507,2,0.39,0,2,0.48
2,63106,502,4,0.31,1,3,0.64
4,59558,487,4,0.29,1,2,0.91
1,37018,495,3,0.39,1,5,0.71
2,74416,489,3,0.67,1,4,0.87
2,49595,504,4,0.53,0,1,0.38
1,69069,502,3,0.78,1,2,0.7
1,54606,485,4,0.49,1,2,0.64
1,30243,492,4,0.49,0,4,0.23
1,22421,496,2,0.27,0,4,0.35
3,61176,502,4,0.28,0,2,0.49
1,35450,481,3,0.34,1,3,0.65
2,31752,494,3,0.7,0,1,0.42
1,65260,485,4,0.65,0,2,0.48
5,66516,491,3,0.71,0,3,0.96
3,57164,484,3,0.38,0,1,0.68
1,78274,506,2,0.71,1,3,0.6
1,76471,497,4,0.45,1,2,0.76
3,70533,500,4,0.53,1,1,0.69
4,59164,507,2,0.47,0,1,0.67
1,77205,495,4,0.28,0,2,0.55
2,78515,489,3,0.65,1,1,0.77
5,26717,482,4,0.25,0,2,0.91
4,30575,491,2,0.77,0,4,0.81
3,65457,504,3,0.68,1,3,0.87
3,67511,490,2,0.74,0,2,0.55
2,26057,495,3,0.71,0,2,0.34
2,27553,491,2,0.52,1,4,0.88
4,53309,498,3,0.8,1,3,0.95
1,62822,498,3,0.47,1,4,0.72
3,42319,480,2,0.56,0,3,0.7
3,33363,506,2,0.32,0,2,0.51
5,20437,494,3,0.33,1,1,0.93
5,75769,509,2,0.52,0,4,0.99
4,25163,507,2,0.68,0,1,0.55
3,62871,502,2,0.65,1,3,0.87
3,79734,498,4,0.4,1,1,0.75
5,32449,503,4,0.69,1,5,0.83
2,46079,490,4,0.52,0,3,0.37
2,52584,499,4,0.76,1,5,0.77
3,72925,488,3,0.78,0,3,0.73
2,59804,485,4,0.42,1,2,0.76
3,69705,494,3,0.78,0,2,0.61
2,72011,504,4,0.31,0,1,0.52
5,66592,488,2,0.77,1,1,1.0
2,62528,488,3,0.43,1,4,0.75
2,71069,501,4,0.71,0,1,0.54
1,50938,502,3,0.65,0,3,0.36
1,38051,481,2,0.74,0,4,0.44
2,66616,482,2,0.63,1,2,0.78
4,78376,488,2,0.77,0,5,0.95
4,30074,482,3,0.58,1,2,0.95
4,59994,498,4,0.45,1,4,0.98
3,48482,480,2,0.37,0,1,0.76
2,55086,482,4,0.73,0,3,0.43
4,30718,491,4,0.52,0,2,0.56
4,46664,501,2,0.31,0,4,0.88
1,71091,484,2,0.55,0,3,0.56
2,22467,504,4,0.67,1,5,0.65
3,56378,500,3,0.66,1,2,0.71
5,57820,499,3,0.55,0,3,0.97
3,61999,508,2,0.28,0,3,0.69
5,22249,496,4,0.26,1,1,0.9
2,56504,509,2,0.36,1,2,0.72
4,29862,508,3,0.5,1,3,0.89
4,26688,489,2,0.37,0,1,0.66
3,33889,503,3,0.59,1,2,0.65
1,57846,503,3,0.35,1,3,0.61
4,50968,503,3,0.76,0,2,0.67
2,33062,507,3,0.33,1,3,0.62
2,63376,485,3,0.53,1,1,0.8
2,25823,489,2,0.43,0,1,0.59
3,37855,485,4,0.6,1,3,0.82
5,38002,497,4,0.39,0,3,0.95
5,29528,487,2,0.77,0,1,0.75
1,34337,495,2,0.74,0,3,0.36
4,38085,491,4,0.32,1,3,0.99
2,37597,493,2,0.27,0,5,0.75
1,44147,496,3,0.71,1,4,0.54
1,59578,484,2,0.47,0,4,0.46
4,48153,510,2,0.6,1,1,0.76
2,60658,503,3,0.63,1,4,0.7
4,42547,480,2,0.6,0,4,0.81
1,70544,491,3,0.65,1,3,0.67
2,23917,497,2,0.51,1,1,0.72
2,72289,486,4,0.48,1,4,0.82
1,40591,495,4,0.73,0,5,0.28
5,78629,490,4,0.31,0,5,0.98
3,43436,485,3,0.78,0,1,0.55
1,52995,486,4,0.72,0,2,0.44
1,71279,501,2,0.77,0,4,0.43
2,44645,488,2,0.78,1,4,0.78
5,56812,483,4,0.73,1,1,0.99
1,23312,506,4,0.59,1,3,0.39
2,42167,482,4,0.29,1,3,0.64
1,46227,492,4,0.77,0,5,0.42
3,47583,499,2,0.65,0,4,0.74
3,38527,488,3,0.78,0,3,0.52
2,21388,492,3,0.58,0,5,0.61
1,20431,495,2,0.28,0,2,0.44
1,74626,498,2,0.37,0,1,0.61
3,71980,493,2,0.53,0,2,0.61
2,76974,483,3,0.51,1,4,0.85
1,21563,492,4,0.73,0,2,0.25
4,65845,508,4,0.38,1,5,0.9
1,28466,504,3,0.48,0,2,0.35
2,41499,507,2,0.68,1,2,0.6
2,55970,482,2,0.57,1,1,0.79
3,23538,506,3,0.6,1,4,0.78
4,65826,490,3,0.63,0,2,0.71
2,65436,486,4,0.35,0,2,0.53
3,21173,510,3,0.53,0,1,0.35
3,70899,506,4,0.67,1,3,0.75
2,64302,499,3,0.47,1,2,0.6
1,70138,502,4,0.6,1,5,0.63
3,22230,499,3,0.4,0,4,0.61
2,20042,481,2,0.38,0,4,0.57
1,61234,509,3,0.48,1,3,0.59
3,50441,480,3,0.38,0,5,0.93
5,69694,504,2,0.46,0,1,0.87
5,42483,498,4,0.62,0,3,0.77
1,37423,506,2,0.39,1,2,0.65
1,70056,490,2,0.41,0,1,0.65
2,46325,492,4,0.42,1,3,0.68
3,60123,505,4,0.53,1,1,0.8
1,50352,497,4,0.6,0,3,0.26
1,42695,482,3,0.42,0,2,0.51
4,20492,489,4,0.41,1,2,0.81
4,49192,492,2,0.39,1,1,0.93
4,75419,498,3,0.6,1,2,0.98
1,37176,484,4,0.61,0,4,0.31
3,73364,505,3,0.35,0,3,0.7
1,48700,492,4,0.44,0,5,0.5
2,65768,490,4,0.61,1,2,0.68
3,49503,500,2,0.76,1,1,0.69
2,55552,485,3,0.56,1,4,0.79
2,28850,501,2,0.63,0,3,0.43
4,64844,509,2,0.27,0,5,0.95
1,22850,508,3,0.58,1,1,0.63
2,22990,508,3,0.79,0,3,0.28
1,50512,489,2,0.45,0,3,0.45
5,34135,509,3,0.7,0,4,0.81
4,22831,506,3,0.45,1,4,0.95
4,61597,510,4,0.57,1,5,1.0
5,62124,486,4,0.74,0,3,0.97
2,22280,483,4,0.5,1,5,0.68
3,63687,507,4,0.34,0,5,0.74
2,46247,481,2,0.34,1,4,0.79
1,57271,493,4,0.75,1,2,0.59
2,73963,493,2,0.58,0,1,0.64
3,38653,481,3,0.52,0,4,0.76
1,59302,500,3,0.32,1,1,0.8
2,72361,501,2,0.74,1,2,0.73
3,51222,485,2,0.34,1,5,1.0
5,24740,492,3,0.54,0,4,0.93
2,32077,504,4,0.54,1,3,0.44
3,33657,498,4,0.51,0,1,0.41
2,71020,509,3,0.51,1,5,0.84
2,38255,509,3,0.42,1,5,0.72
1,63749,491,4,0.71,1,4,0.66
3,73654,482,2,0.74,0,1,0.65
2,59517,481,2,0.66,1,4,0.88
2,63702,480,3,0.53,0,4,0.63
4,79112,510,3,0.28,0,5,0.99
3,70790,483,2,0.41,1,1,0.88
1,78853,500,3,0.47,1,4,0.66
1,50511,484,2,0.74,1,2,0.73
5,32934,486,3,0.51,0,4,0.83
1,37309,485,3,0.53,1,1,0.7
1,46508,500,4,0.47,0,4,0.32
4,26191,498,4,0.45,1,4,0.87
1,56189,483,3,0.26,1,3,0.63
3,59720,499,4,0.47,0,2,0.55
2,71391,487,4,0.46,0,5,0.62
4,30008,482,2,0.49,1,5,1.0
5,60976,492,3,0.42,0,5,0.97
4,24239,505,2,0.79,0,5,0.82
1,29324,499,4,0.6,0,2,0.29
5,62380,502,4,0.61,0,3,0.86
1,75944,482,3,0.46,0,3,0.58
5,22799,489,2,0.64,1,1,0.93
3,26683,484,2,0.63,1,3,0.8
1,76436,509,4,0.39,1,2,0.66
2,55346,499,2,0.26,0,3,0.64
2,79456,490,4,0.5,1,4,0.78
2,65123,491,2,0.76,1,1,0.73
1,25009,488,4,0.6,1,2,0.47
1,37930,507,4,0.36,0,1,0.42
3,41669,500,4,0.71,1,3,0.68
2,50442,510,3,0.72,1,2,0.55
5,48462,484,4,0.78,0,5,0.76
3,71309,506,2,0.32,0,1,0.66
3,41558,499,3,0.59,0,4,0.63
4,42703,486,3,0.37,0,4,0.98
5,43099,496,4,0.47,0,1,0.68
2,26840,482,4,0.69,1,1,0.52
2,33831,510,2,0.57,1,4,0.63
4,69263,494,3,0.54,1,1,0.86
4,20365,510,4,0.32,0,5,0.63
4,40878,494,3,0.72,0,1,0.55
5,57963,502,4,0.52,0,3,0.89
3,77293,484,2,0.37,1,2,0.98
4,29548,495,2,0.43,0,4,0.88
3,48535,498,3,0.47,0,1,0.5
5,48106,510,3,0.66,1,5,0.86
3,20690,485,2,0.65,0,3,0.58
4,59145,490,4,0.73,1,1,0.84
3,20733,495,3,0.59,1,3,0.69
1,48169,498,3,0.37,1,5,0.63
1,22023,488,3,0.26,0,2,0.42
5,55398,508,4,0.47,1,1,0.91
2,50070,489,3,0.8,0,4,0.49
1,24266,502,3,0.5,0,4,0.32
4,71494,480,2,0.44,0,1,0.87
3,23188,506,2,0.41,1,2,0.74
5,36661,496,4,0.7,1,5,0.94
2,44853,501,2,0.37,0,3,0.41
4,37076,508,2,0.76,0,2,0.65
1,76614,487,3,0.55,1,4,0.78
2,33531,482,3,0.38,0,4,0.67
1,39082,482,3,0.42,0,2,0.43
1,36053,491,2,0.46,0,1,0.56
1,41774,487,4,0.65,0,4,0.39
5,74873,509,4,0.26,0,2,0.95
5,22854,509,3,0.48,0,2,0.79
2,79322,506,4,0.25,0,4,0.7
1,43106,487,2,0.57,0,4,0.46
2,26839,487,2,0.52,0,4,0.66
4,48186,488,2,0.76,0,5,0.87
1,74190,502,4,0.47,0,2,0.45
1,57193,509,2,0.4,1,4,0.72
1,35702,501,4,0.37,1,2,0.7
1,68018,510,3,0.65,0,1,0.49
3,37186,486,4,0.8,0,2,0.42
2,69104,485,2,0.73,1,4,0.81
5,59320,495,2,0.6,0,2,1.0
5,47258,504,2,0.28,0,2,0.94
1,40289,501,4,0.42,1,3,0.58
2,25157,493,2,0.42,1,3,0.58
3,63876,506,3,0.72,1,4,0.84
2,21776,489,2,0.67,0,4,0.6
1,58553,502,2,0.6,1,5,0.72
2,67928,484,2,0.47,0,4,0.72
2,47145,506,3,0.79,1,5,0.76
5,64828,505,4,0.69,0,1,0.72
1,47491,486,4,0.7,0,1,0.46
3,65574,499,4,0.62,0,2,0.53
1,23153,505,3,0.49,0,5,0.25
4,28108,495,3,0.36,1,2,0.86
2,49987,480,4,0.72,0,3,0.36
1,26190,503,4,0.26,0,3,0.3
1,69898,493,4,0.77,1,5,0.7
3,71338,488,3,0.44,1,1,0.82
4,26845,480,3,0.57,1,1,0.82
2,67431,500,4,0.4,1,2,0.67
1,24883,480,3,0.28,1,2,0.62
4,53632,486,4,0.42,1,1,0.89
5,28622,495,2,0.66,0,4,0.82
4,71401,497,2,0.65,0,4,0.98
5,25067,499,4,0.44,1,1,0.9
4,63851,498,3,0.46,0,2,0.72
2,59729,490,3,0.28,1,4,0.87
4,52620,486,2,0.33,0,1,0.69
2,26961,504,2,0.6,1,5,0.73
4,54259,502,3,0.46,0,3,0.79
3,31802,499,2,0.44,0,4,0.73
2,33391,496,3,0.63,0,1,0.39
4,58516,496,3,0.48,0,3,0.82
1,36365,510,2,0.71,1,3,0.48
1,36178,495,3,0.6,1,5,0.71
3,22137,499,2,0.71,1,4,0.9
4,43248,489,4,0.3,0,4,0.83
5,65527,503,2,0.62,0,5,0.92
1,72942,487,2,0.44,0,4,0.55
1,32504,493,4,0.35,0,5,0.25
2,37979,508,4,0.3,1,4,0.64
3,62964,487,2,0.59,1,4,0.99
4,25678,498,2,0.76,1,3,0.97
2,79104,497,4,0.67,1,5,0.84
5,44812,487,2,0.56,0,1,0.84
1,44813,503,3,0.6,1,4,0.51
2,20637,483,4,0.33,0,4,0.45
1,62815,494,2,0.39,0,5,0.52
2,75051,501,2,0.63,0,5,0.74
4,46514,500,4,0.6,1,1,0.72
3,28800,504,4,0.79,1,3,0.68
1,61458,491,4,0.76,0,3,0.28
1,45623,503,2,0.27,0,3,0.38
1,54733,503,2,0.51,0,5,0.56
2,70544,503,3,0.58,1,4,0.75
1,75996,500,2,0.6,1,3,0.75
1,45193,493,4,0.35,1,5,0.61
1,78590,490,4,0.28,1,2,0.85
1,65248,502,3,0.76,0,3,0.38
3,57514,507,2,0.79,0,4,0.73
2,62764,501,3,0.32,0,4,0.7
4,69907,481,2,0.43,0,4,0.97
3,32221,505,4,0.35,0,4,0.63
5,35907,500,4,0.56,0,3,0.88
4,51464,497,2,0.64,0,4,0.82
2,64404,504,4,0.59,1,4,0.67
5,38299,483,2,0.31,0,3,1.0
4,61859,493,4,0.3,0,2,0.75
2,27991,484,2,0.66,0,4,0.5
3,57035,510,3,0.44,0,1,0.58
2,53698,510,3,0.65,0,2,0.37
4,62079,498,4,0.63,1,2,0.86
2,58817,482,4,0.37,1,3,0.82
3,60128,491,4,0.64,1,2,0.8
1,32132,480,3,0.72,0,1,0.47
4,22584,509,3,0.37,1,2,0.75
3,48253,509,4,0.4,0,2,0.4
3,47180,491,2,0.76,0,2,0.55
1,23247,505,4,0.72,0,4,0.13
3,59481,508,3,0.27,1,2,0.77
1,77865,497,4,0.42,0,5,0.5
2,42421,496,2,0.36,1,5,0.94
5,38564,505,2,0.55,1,1,0.98
1,25529,493,4,0.26,0,4,0.32
1,44391,487,3,0.53,0,5,0.52
2,26567,501,3,0.28,1,2,0.54
4,24941,502,3,0.7,0,3,0.7
5,24472,501,2,0.74,1,2,1.0
2,45433,482,4,0.52,1,5,0.84
3,65820,493,2,0.61,1,1,0.77
1,78268,502,2,0.77,0,5,0.5
2,47568,485,2,0.65,0,1,0.52
2,30133,488,4,0.63,0,1,0.44
3,77321,493,3,0.32,0,4,0.91
4,69794,508,4,0.48,1,1,0.77
2,37365,510,4,0.36,0,4,0.48
2,46096,490,2,0.75,0,1,0.55
1,38544,497,3,0.68,0,5,0.4
4,55191,496,3,0.46,0,3,0.92
3,69225,493,4,0.68,0,4,0.65
3,41179,489,4,0.59,1,3,0.79
1,59063,486,2,0.43,0,3,0.41
2,71207,501,3,0.31,1,3,0.81
3,68732,497,2,0.36,1,1,0.87
1,60716,497,3,0.52,0,2,0.44
1,26443,487,3,0.68,0,5,0.35
3,27518,501,2,0.38,0,2,0.6
5,70241,486,4,0.35,1,5,1.0
1,44192,484,4,0.41,0,3,0.4
4,50560,486,3,0.53,0,5,0.99
1,73920,494,2,0.31,0,4,0.53
3,72008,483,2,0.73,0,5,0.81
2,25483,495,3,0.29,0,5,0.65
3,38977,493,2,0.31,0,5,0.88
4,30254,488,2,0.4,0,5,0.78
4,38674,505,3,0.55,0,1,0.54
2,46398,507,3,0.31,1,3,0.7
3,23152,485,2,0.3,0,4,0.77
2,35044,490,4,0.65,0,5,0.52
2,78806,495,4,0.74,1,2,0.71
1,66534,498,3,0.48,0,2,0.47
5,36396,488,4,0.79,0,2,0.76
1,70135,487,3,0.26,0,5,0.63
3,21520,487,3,0.32,1,3,0.86
1,46911,502,4,0.72,0,2,0.36
5,77958,498,2,0.77,0,1,0.91
2,63798,481,3,0.42,1,5,0.96
3,65828,480,2,0.45,0,1,0.68
2,40962,507,4,0.68,1,3,0.55
2,20424,504,3,0.39,0,5,0.45
5,27444,491,4,0.78,1,5,0.97
1,40890,481,4,0.44,1,5,0.57
1,37363,496,2,0.33,1,1,0.82
4,24085,504,2,0.39,0,5,0.83
3,77024,496,2,0.5,0,5,0.92
2,59967,504,3,0.3,1,4,0.8
1,54570,482,4,0.63,0,1,0.54
1,48442,486,2,0.59,1,1,0.78
2,76636,492,4,0.55,1,5,0.87
1,56239,500,3,0.45,1,5,0.78
3,36520,495,3,0.5,0,1,0.47
2,20350,483,4,0.79,1,3,0.57
2,34570,495,3,0.78,1,2,0.46
3,43676,487,2,0.41,1,2,0.8
3,37568,492,3,0.71,0,5,0.73
3,46315,510,3,0.44,0,4,0.78
1,30931,508,3,0.56,1,3,0.45
5,49976,482,4,0.63,1,1,0.94
2,23802,509,3,0.65,0,3,0.34
4,23130,504,2,0.31,1,3,1.0
1,35930,491,2,0.66,1,3,0.48
3,37401,503,2,0.74,0,5,0.75
4,59397,491,3,0.79,1,2,0.84
2,67363,492,4,0.6,0,5,0.61
1,77998,481,3,0.66,0,3,0.51
2,31040,500,4,0.67,0,4,0.29
5,60113,510,3,0.43,0,5,0.82
3,58091,502,3,0.68,1,2,0.7
1,63473,495,4,0.46,0,4,0.42
2,52551,494,4,0.59,1,3,0.58
1,68836,499,4,0.7,0,2,0.37
3,57924,494,3,0.54,1,4,0.95
1,63896,481,3,0.45,0,4,0.53
4,58269,506,3,0.54,1,1,0.88
3,40103,490,4,0.56,1,4,0.85
3,63252,496,3,0.43,0,5,0.9
5,63992,506,4,0.44,0,1,0.8
1,21718,506,3,0.55,1,4,0.43
1,61789,490,4,0.76,0,4,0.32
1,44409,494,3,0.76,1,5,0.55
3,41423,486,4,0.57,0,4,0.68
2,50477,492,2,0.36,1,5,0.96
3,58268,481,4,0.56,0,2,0.59
4,26122,505,4,0.53,1,2,0.75
2,66952,497,3,0.39,0,4,0.68
4,21948,507,4,0.68,0,5,0.59
1,24685,487,3,0.77,0,5,0.33
2,68662,497,2,0.64,1,2,0.75
1,72254,510,4,0.67,0,2,0.39
1,65762,480,2,0.51,1,2,0.8
3,32171,486,3,0.73,1,4,0.9
3,44031,481,3,0.7,0,4,0.67
3,40858,509,2,0.74,0,5,0.74
5,56436,481,4,0.32,1,1,0.99
1,44739,497,4,0.28,0,2,0.39
5,69041,505,2,0.69,1,1,0.93
3,42960,488,4,0.71,1,2,0.66
5,67010,482,4,0.3,1,4,1.0
5,24430,489,2,0.5,0,4,0.85
2,51553,490,2,0.64,1,4,0.81
1,31016,482,4,0.32,1,1,0.7
2,68827,486,4,0.75,0,1,0.58
3,43539,497,3,0.47,1,1,0.63
4,61584,496,2,0.55,0,2,0.75
5,50073,510,2,0.56,0,5,0.82
3,56782,498,4,0.64,0,3,0.63
4,45455,489,4,0.77,1,2,0.76
2,28476,482,4,0.43,1,3,0.58
4,48229,495,2,0.48,1,1,0.85
1,28970,497,2,0.69,1,3,0.46
1,61679,509,4,0.49,1,5,0.57
1,68151,494,2,0.32,0,2,0.56
4,44209,489,3,0.74,0,1,0.57
2,42036,502,2,0.29,0,3,0.51
5,32042,496,4,0.38,0,2,0.85
4,40548,491,3,0.7,0,3,0.81
2,47646,502,2,0.52,1,1,0.75
1,26116,485,4,0.49,0,2,0.39
4,61057,505,2,0.54,1,2,0.96
1,56948,486,2,0.53,1,2,0.79
3,58729,503,3,0.72,0,1,0.53
3,73735,493,4,0.49,0,5,0.88
3,68268,501,4,0.3,0,5,0.91
1,28841,508,2,0.52,0,4,0.24
3,35894,487,4,0.61,0,2,0.45
5,27760,482,3,0.44,1,4,0.98
2,30097,502,4,0.25,1,1,0.6
4,74478,480,3,0.36,0,3,0.99
2,74079,497,2,0.39,0,5,0.84
4,68250,484,4,0.64,0,5,0.88
4,57607,483,3,0.7,1,5,0.99
1,37876,484,2,0.73,1,4,0.58
1,39327,502,3,0.76,1,1,0.7
4,53028,485,3,0.5,1,1,0.79
1,52020,481,4,0.34,0,4,0.45
3,29449,487,4,0.48,0,2,0.4
5,21717,502,3,0.75,1,5,0.95
1,41501,491,3,0.38,0,5,0.5
1,36038,482,3,0.42,0,2,0.52
2,62145,499,3,0.71,1,3,0.67
4,24803,507,4,0.77,0,2,0.45
5,50383,499,2,0.32,0,5,0.83
3,66679,500,3,0.53,1,3,0.91
2,44770,489,2,0.78,1,1,0.74
4,51050,509,2,0.58,0,4,0.81
5,59119,509,2,0.46,0,4,0.96
1,56420,508,2,0.36,0,4,0.41
3,68787,496,3,0.65,0,3,0.59
2,28963,502,2,0.57,0,2,0.44
2,45551,508,4,0.37,1,4,0.63
1,30705,481,2,0.66,1,4,0.55
1,49204,492,3,0.5,0,4,0.49
2,79252,486,3,0.61,0,1,0.66
4,37959,493,3,0.78,0,1,0.59
2,62913,484,2,0.57,1,4,0.91
3,23554,488,2,0.34,0,5,0.83
2,78515,510,2,0.69,0,1,0.61
2,44994,498,4,0.27,0,5,0.67
1,37199,499,2,0.46,0,1,0.53
2,44808,490,2,0.37,0,3,0.43
1,37432,492,4,0.46,1,4,0.41
3,27456,503,4,0.52,0,4,0.54
4,31904,486,3,0.29,1,2,0.94
1,66168,496,4,0.59,1,4,0.57
4,58099,491,3,0.71,0,3,0.77
3,36735,486,2,0.38,1,4,0.96
5,63312,486,4,0.44,0,5,0.95
5,49165,501,2,0.62,0,2,0.94
4,20547,498,2,0.42,1,2,0.83
1,21176,482,2,0.76,0,4,0.39
2,76835,502,3,0.27,1,4,0.88
4,45300,508,2,0.66,1,1,0.82
4,43622,486,3,0.46,1,2,0.96
2,43611,486,3,0.51,1,1,0.77
3,24494,504,4,0.7,1,4,0.76
4,28900,496,2,0.78,0,1,0.62
4,44030,485,2,0.4,0,4,0.97
2,52538,497,3,0.68,1,3,0.71
2,76769,499,4,0.63,1,5,0.84
2,52814,503,4,0.71,0,5,0.57
2,43304,493,2,0.68,1,5,0.8
4,42118,499,4,0.58,0,3,0.7
